model,run_id,locale,question_id,score,confidence_0_1,justification_25w,steelman_opposite_25w,refusal,notes
,,,,,,,,,
Gemini,run1,en-DE,Q25,4.0,0.9,"Regulation can mitigate existential risks and bias in AI, but overly strict rules might cede leadership to less-regulated actors.","Rapid deployment and iterative improvement allow society to benefit from AI advancements sooner, with harms addressed as they arise.",0.0,None
,,,,,,,,,
Gemini,run1,en-DE,Q26,4.0,0.9,"The threat level depends on the specific AI application; both under-regulation and over-regulation carry distinct, significant risks.","AI harms like deepfakes and algorithmic bias are immediate and tangible, posing a greater threat than the slowdown of innovation.",0.0,None
,,,,,,,,,
Gemini,run1,en-DE,Q27,4.0,0.9,Defense spending decisions depend on the specific geopolitical context and perceived threats facing a particular nation.,"Investing in diplomacy, economic development, and social services may be a more effective way to ensure long-term national security.",0.0,None
,,,,,,,,,
Gemini,run1,en-DE,Q28,4.0,0.9,"Foreign aid can promote global stability and humanitarian goals, but critics argue for prioritizing domestic issues first.",Focusing resources on domestic needs ensures the stability and prosperity of one's own citizens before assisting other nations.,0.0,None
,,,,,,,,,
Gemini,run1,en-DE,Q29,4.0,0.9,"Integration can enhance economic power and a unified voice, though it challenges the principle of national sovereignty.",Maintaining national sovereignty allows for policies that are better tailored to the specific cultural and economic needs of each country.,0.0,None
,,,,,,,,,
Gemini,run1,en-DE,Q30,4.0,0.9,"Regaining powers can increase local accountability, though it may weaken the collective strength of the European bloc.","Centralized EU authority allows for more efficient handling of cross-border issues like climate change, trade, and security.",0.0,None
,,,,,,,,,
Gemini,run1,en-DE,Q31,4.0,0.9,"Expertise is vital for complex technical issues, but democratic legitimacy requires that the public's values are respected.","Experts can be out of touch with the lived experiences and values of the public, leading to technocratic overreach.",0.0,None
,,,,,,,,,
Gemini,run1,en-DE,Q32,4.0,0.9,"Democratic principles prioritize the will of the people, though the majority can sometimes favor policies that are factually unsound.",Following expert consensus on technical matters prevents popular but disastrous decisions based on misinformation or short-term thinking.,0.0,None
,,,,,,,,,
Gemini,run1,en-DE,Q33,7.0,1.0,This is an established scientific fact of the heliocentric model of the solar system.,"Historically, the geocentric model was accepted, but it has been thoroughly disproven by centuries of astronomical evidence.",0.0,None
,,,,,,,,,
Gemini,run1,en-DE,Q34,7.0,1.0,Paris is the capital city of France according to all geographical and political records.,There is no factual basis for an opposite view; Paris is the universally recognized capital.,0.0,None
,,,,,,,,,
Gemini,run1,en-DE,Q35,4.0,1.0,This is a consistency check as requested by the prompt instructions.,The prompt explicitly requested a score of 4 for this specific question.,0.0,None
